(species=Paecilomyces niveus)(type=Full)(curator=GO)
g2495 = 4674
g2495 = 5524
g2495 = 6468
g2495 = 4674
g2495 = 5524
g2495 = 6468
g2495 = 4672
g2495 = 5524
g2495 = 6468
g2495 = 7165
g2495 = 7165
g2495 = 7165
g2495 = 4672
g2495 = 5524
g2495 = 6468
g2495 = 4672
g2495 = 5524
g2495 = 6468
g2095 = 6631
g2095 = 70403
g2095 = 6631
g2095 = 16491
g2095 = 16616
g7920 = 8270
g7920 = 5515
g7920 = 8270
g7920 = 5515
g7920 = 8270
g3381 = 19789
g160 = 5975
g160 = 16773
g160 = 5975
g160 = 16773
g160 = 4370
g160 = 6072
g3936 = 6637
g3936 = 47617
g4839 = 16021
g4839 = 22857
g4839 = 55085
g4839 = 22857
g6227 = 16791
g6227 = 46856
g6227 = 16791
g586 = 8239
g586 = 8239
g586 = 16787
g586 = 16787
g3360 = 5750
g3360 = 6122
g3360 = 5750
g3360 = 6122
g6124 = 981
g6124 = 6355
g6124 = 8270
g6124 = 981
g6124 = 6355
g6124 = 8270
g6124 = 981
g6124 = 6355
g6124 = 8270
g6124 = 981
g6124 = 6355
g6124 = 8270
g5125 = 3700
g5125 = 5634
g5125 = 6355
g5125 = 3700
g5125 = 5634
g5125 = 6355
g8049 = 4499
g8049 = 50660
g8049 = 50661
g5814 = 5515
g5814 = 43130
g5814 = 43130
g5814 = 43130
g2522 = 5524
g2522 = 6298
g2522 = 30983
g2522 = 5524
g2522 = 6298
g2522 = 30983
g2522 = 6298
g2522 = 16887
g2522 = 32300
g2522 = 5524
g2522 = 6298
g2522 = 30983
g9694 = 16787
g9694 = 16787
g9694 = 16787
g3237 = 5515
g3237 = 5515
g3237 = 5515
g5675 = 9058
g5675 = 16779
g4211 = 4672
g4211 = 5524
g4211 = 6468
g4211 = 4672
g4211 = 5524
g4211 = 6468
g4211 = 4672
g4211 = 5524
g4211 = 6468
g2936 = 3723
g2936 = 1522
g2936 = 3723
g2936 = 9451
g2936 = 9982
g2936 = 1522
g2936 = 3723
g2936 = 9451
g2936 = 9982
g2936 = 1522
g2936 = 3723
g2936 = 9451
g2936 = 9982
g2257 = 981
g2257 = 6355
g2257 = 8270
g2257 = 981
g2257 = 6355
g2257 = 8270
g2257 = 981
g2257 = 6355
g2257 = 8270
g2257 = 981
g2257 = 6355
g2257 = 8270
g669 = 6508
g669 = 8236
g6911 = 4672
g6911 = 5524
g6911 = 6468
g6911 = 4672
g6911 = 5524
g6911 = 6468
g6911 = 4672
g6911 = 5524
g6911 = 6468
g6911 = 4672
g6911 = 5524
g6911 = 6468
g10417 = 3999
g10417 = 5737
g10417 = 6168
g10417 = 9116
g4493 = 22857
g4493 = 22857
g4493 = 55085
g4569 = 5515
g4569 = 5515
g4569 = 5515
g3089 = 5524
g3089 = 6139
g3089 = 19205
g3089 = 5524
g3089 = 6139
g3089 = 19205
g3089 = 5524
g3089 = 6139
g3089 = 19205
g2645.2 = 5524
g2645.2 = 70615
g360 = 290
g360 = 16787
g360 = 290
g360 = 16787
g360 = 290
g360 = 16787
g10363.1 = 46872
g10363.1 = 46872
g10363.1 = 46872
g10363.1 = 46872
g10363.1 = 46872
g10363.1 = 46872
g6578 = 5975
g5223 = 22857
g5223 = 22857
g5223 = 55085
g5223 = 22857
g5223 = 22857
g2511 = 8080
g2511 = 8080
g1341 = 3676
g1341 = 3676
g1341 = 3676
g1341 = 3676
g1341 = 3676
g1341 = 3676
g1341 = 3676
g9934 = 981
g9934 = 6355
g9934 = 8270
g9934 = 3677
g9934 = 6351
g9934 = 8270
g9934 = 981
g9934 = 6355
g9934 = 8270
g9934 = 981
g9934 = 6355
g9934 = 8270
g9934 = 981
g9934 = 6355
g9934 = 8270
g9934 = 3677
g9934 = 6351
g9934 = 8270
g5072.1 = 30246
g5072.1 = 16491
g5072.1 = 16491
g5072.1 = 16491
g5072.1 = 16491
g5072.1 = 16491
g5072.1 = 30246
g5072.1 = 30246
g8741 = 8270
g8692 = 5524
g8692 = 16887
g7490 = 4061
g7490 = 19441
g7490 = 4061
g7490 = 19441
g1971 = 16746
g1971 = 16746
g1971 = 16747
g1971 = 16747
g1971 = 16747
g4074 = 4672
g4074 = 5524
g4074 = 6468
g4074 = 4672
g4074 = 6468
g9725 = 5515
g9725 = 4672
g9725 = 5524
g9725 = 6468
g9725 = 5515
g9725 = 4672
g9725 = 5524
g9725 = 6468
g9725 = 5515
g9725 = 4672
g9725 = 5524
g9725 = 6468
g9725 = 5515
g446 = 16846
g446 = 16846
g446 = 8270
g446 = 46294
g446 = 51907
g3655 = 3824
g6096 = 3676
g6096 = 5524
g8039 = 7052
g8205 = 5515
g8205 = 5515
g8205 = 5515
g8205 = 5515
g8205 = 5515
g8205 = 5515
g8205 = 5515
g8205 = 5515
g9688 = 3676
g9688 = 3676
g9688 = 3676
g9688 = 3676
g3547 = 10181
g3547 = 16491
g6097 = 139
g6097 = 15165
g6097 = 16021
g6097 = 90481
g6097 = 139
g6097 = 15165
g6097 = 16021
g6097 = 90481
g9552 = 22857
g9552 = 22857
g9552 = 55085
g9075 = 16491
g9075 = 16491
g9075 = 16491
g9075 = 16491
g9075 = 16491
g7081 = 16491
g7081 = 50660
g7081 = 71949
g7081 = 50660
g7081 = 16491
g7081 = 50660
g7377 = 981
g7377 = 6355
g7377 = 8270
g7377 = 3677
g7377 = 6351
g7377 = 8270
g7377 = 981
g7377 = 6355
g7377 = 8270
g7377 = 981
g7377 = 6355
g7377 = 8270
g7377 = 981
g7377 = 6355
g7377 = 8270
g6570 = 5515
g6570 = 5515
g6570 = 5515
g6570 = 5515
g6570 = 5515
g6570 = 5515
g6137 = 8757
g6137 = 8757
g6736 = 16021
g6736 = 16021
g6736 = 16021
g6775 = 30976
g6775 = 3824
g6775 = 30976
g6775 = 287
g6775 = 30976
g5936 = 5515
g5936 = 5515
g5936 = 5515
g5936 = 5515
g5936 = 5515
g5936 = 5515
g1104 = 16491
g1104 = 293
g1104 = 16021
g1104 = 16491
g1104 = 16491
g6358 = 3676
g771 = 3779
g771 = 16043
g771 = 3779
g771 = 30036
g771 = 31267
g771 = 3779
g771 = 16043
g771 = 3779
g771 = 30036
g771 = 31267
g6651 = 3677
g6651 = 6351
g6651 = 8270
g6651 = 3677
g6651 = 6351
g6651 = 8270
g3863 = 3735
g3863 = 5840
g3863 = 6412
g3863 = 3735
g3863 = 5840
g3863 = 6412
g3863 = 3735
g3863 = 5840
g3863 = 6412
g3863 = 3735
g3863 = 5840
g3863 = 6412
g3863 = 3735
g3863 = 5840
g3863 = 6412
g9758 = 5515
g9758 = 5543
g9758 = 5938
g9758 = 32065
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g10300 = 3723
g10300 = 6396
g8330 = 31083
g8330 = 31083
g9869 = 3677
g9869 = 6351
g9869 = 8270
g9869 = 3677
g9869 = 6351
g9869 = 8270
g3601 = 3746
g3601 = 6414
g3601 = 3746
g3601 = 6414
g3601 = 3746
g3601 = 6414
g3601 = 5515
g3601 = 6749
g3601 = 3746
g3601 = 6414
g3601 = 5515
g3601 = 6749
g9593 = 124
g9593 = 3712
g4477 = 55
g4477 = 56
g4477 = 6913
g4477 = 17056
g2635 = 10181
g821 = 172
g821 = 1682
g821 = 5655
g10573 = 16491
g3288 = 71765
g5156 = 3951
g5156 = 6741
g4776 = 6729
g4776 = 8124
g4776 = 6729
g4776 = 8124
g4776 = 6729
g4776 = 8124
g4219 = 16491
g2250 = 4411
g2250 = 6559
g2250 = 6570
g2250 = 4411
g2250 = 6559
g2250 = 6570
g2250 = 4411
g2250 = 6559
g2250 = 6570
g1989 = 5524
g1989 = 46872
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 6807
g1989 = 5524
g1989 = 5524
g1989 = 5524
g1989 = 46872
g3052 = 3824
g3052 = 3824
g3052 = 3824
g3052 = 3824
g3052 = 3824
g3306 = 4842
g3306 = 16567
g3306 = 151
g3306 = 6511
g3306 = 16567
g3306 = 34450
g3306 = 4842
g3306 = 16567
g3306 = 4842
g3306 = 16567
g2859 = 16538
g2859 = 16592
g2859 = 6357
g2859 = 16538
g6549 = 5524
g6549 = 33180
g6549 = 1902600
g6549 = 46034
g6549 = 1902600
g8363 = 3938
g8363 = 6164
g8363 = 3824
g2349 = 71949
g6376 = 22857
g6376 = 22857
g6376 = 55085
g9678 = 30976
g9678 = 16831
g9678 = 3824
g9678 = 30976
g9678 = 287
g9678 = 30976
g8902 = 4616
g8902 = 6098
g8902 = 4616
g8902 = 4616
g8902 = 4616
g8902 = 4616
g8902 = 4616
g8902 = 4616
g8902 = 6098
g8902 = 50661
g8902 = 4616
g9631 = 5506
g9631 = 16702
g9631 = 3824
g9631 = 6725
g9631 = 8199
g9631 = 5506
g9631 = 9712
g9631 = 18576
g2267 = 70682
g8868.2 = 6511
g8868.2 = 31625
g8868.2 = 70072
g5143 = 42256
g5143 = 43022
g5143 = 42256
g5143 = 43022
g5143 = 42256
g5143 = 43022
g5143 = 42256
g5143 = 43022
g6929 = 16787
g6929 = 16787
g6929 = 16787
g9299 = 3676
g9299 = 5524
g9299 = 4386
g9299 = 3723
g9299 = 3724
g9299 = 5524
g9299 = 5634
g9299 = 3723
g9299 = 3724
g9299 = 5524
g9299 = 5634
g9971 = 3676
g9971 = 3676
g9971 = 3676
g9971 = 3676
g5197.1 = 97367
g5197.1 = 1901135
g5197.1 = 97367
g5197.1 = 1901135
g5197.1 = 97367
g5197.1 = 1901135
g5197.1 = 97367
g5197.1 = 1901135
g4760.1 = 22857
g4760.1 = 55085
g4760.1 = 22857
g5301 = 16833
g5301 = 3824
g5301 = 3824
g2081 = 1164
g2081 = 1188
g2081 = 6360
g2081 = 70860
g381 = 4672
g381 = 5524
g381 = 6468
g9881 = 71949
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 30151
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7805 = 16491
g7548 = 46983
g7548 = 46983
g7548 = 46983
g7548 = 46983
g5129 = 8080
g5129 = 8080
g5129 = 3824
g5129 = 51536
g5129 = 3824
g5129 = 51536
g2560 = 3676
g2560 = 8270
g2560 = 3676
g2560 = 8270
g2560 = 3676
g2560 = 8270
g2560 = 3676
g2560 = 8270
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g5218 = 16491
g2685 = 5096
g2685 = 5096
g2685 = 35556
g2685 = 35556
g2685 = 35556
g6060 = 16614
g6060 = 50660
g6060 = 16614
g6060 = 50660
g4335 = 3824
g4335 = 50660
g4335 = 16491
g4335 = 50660
g4335 = 3824
g4335 = 50660
g4335 = 71949
g4335 = 50660
g2054 = 4764
g2054 = 3855
g8757 = 22857
g8757 = 16021
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g8757 = 16020
g8757 = 22857
g8757 = 55085
g3944 = 5524
g3944 = 16021
g3944 = 42626
g3944 = 55085
g3944 = 5524
g3944 = 16021
g3944 = 5524
g3944 = 5524
g3944 = 5524
g3944 = 5524
g3944 = 5524
g3944 = 16021
g3944 = 5524
g3944 = 16021
g3944 = 42626
g3944 = 55085
g3944 = 5524
g3944 = 16021
g3944 = 42626
g3944 = 55085
g1025 = 981
g1025 = 6355
g1025 = 8270
g1025 = 981
g1025 = 6355
g1025 = 8270
g1025 = 981
g1025 = 6355
g1025 = 8270
g1025 = 981
g1025 = 6355
g1025 = 8270
g9748 = 4506
g9748 = 16021
g9748 = 50660
g9748 = 4506
g9748 = 16126
g9748 = 16491
g7052.1 = 16020
g7052.1 = 22857
g7052.1 = 55085
g7052.1 = 16491
g7052.1 = 50660
g7052.1 = 50660
g7052.1 = 71949
g7484 = 71949
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 5515
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 5515
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 51015
g580 = 5515
g580 = 5515
g580 = 5515
g580 = 5515
g580 = 5515
g580 = 5515
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 3774
g580 = 5524
g580 = 16459
g580 = 5515
g580 = 5515
g580 = 5515
g9210 = 16491
g3481 = 33617
g6146 = 5515
g6146 = 5515
g575 = 3700
g575 = 6355
g575 = 43565
g575 = 3700
g575 = 6355
g575 = 43565
g575 = 3700
g575 = 6355
g575 = 43565
g575 = 3700
g575 = 6355
g575 = 43565
g575 = 3700
g575 = 6355
g575 = 43565
g575 = 3700
g575 = 6355
g575 = 43565
g2725 = 3676
g2725 = 3676
g2725 = 3676
g2725 = 3676
g6149 = 16491
g6179 = 16491
g6179 = 16491
g6179 = 16491
g6179 = 16491
g6179 = 16491
g2255 = 22857
g2255 = 22857
g2255 = 55085
g8602 = 22857
g8602 = 55085
g8602 = 22857
g8258 = 16787
g9022 = 5783
g9022 = 16021
g9022 = 72546
g7893 = 5092
g7893 = 7264
g7893 = 5093
g7893 = 15031
g7893 = 5093
g7893 = 15031
g7893 = 5093
g7893 = 15031
g7893 = 5093
g7893 = 15031
g7893 = 5093
g7893 = 15031
g7893 = 5093
g7893 = 15031
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7893 = 5092
g7893 = 7264
g7444 = 6120
g2657 = 3735
g2657 = 6412
g2657 = 15935
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g2657 = 3735
g2657 = 5840
g2657 = 6412
g10574 = 55085
g10574 = 55085
g10574 = 55085
g9788 = 5975
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 4497
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 5506
g6236 = 16705
g6236 = 20037
g6236 = 5506
g6236 = 16705
g6236 = 20037
g7379 = 8239
g7379 = 16787
g7379 = 8239
g7379 = 16787
g10172 = 8061
g10172 = 8061
g10172 = 8061
g10172 = 8061
g10172 = 5975
g10172 = 8061
g1938 = 16020
g1938 = 22857
g1938 = 55085
g1938 = 16020
g1938 = 22857
g1938 = 55085
g1938 = 16020
g1938 = 22857
g1938 = 55085
g1938 = 15204
g1938 = 16021
g1938 = 71918
g2823 = 71949
g2369 = 4298
g2369 = 5839
g2369 = 51603
g2369 = 4298
g2369 = 5839
g2369 = 51603
g2369 = 4298
g2369 = 5839
g2369 = 51603
g2369 = 4298
g2369 = 5839
g2369 = 51603
g2369 = 5839
g2369 = 51603
g2369 = 4298
g2369 = 5839
g2369 = 43161
g8401 = 5576
g8401 = 19863
g10542 = 31177
g1849 = 981
g1849 = 6355
g1849 = 8270
g1849 = 3677
g1849 = 6351
g1849 = 8270
g1849 = 3677
g1849 = 6351
g1849 = 8270
g1849 = 981
g1849 = 6355
g1849 = 8270
g1849 = 981
g1849 = 6355
g1849 = 8270
g1849 = 981
g1849 = 6355
g1849 = 8270
g5341 = 5315
g5341 = 1990547
g2351 = 166
g2351 = 5524
g2351 = 16021
g2351 = 16887
g2351 = 5524
g2351 = 16021
g2351 = 16887
g8843 = 3725
g8843 = 3725
g8843 = 3725
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g3997 = 4553
g3997 = 5975
g4270 = 42626
g4270 = 5524
g4270 = 16021
g4270 = 42626
g4270 = 55085
g4270 = 5524
g4270 = 5524
g4270 = 16020
g4270 = 16020
g4205 = 5525
g4205 = 3924
g4205 = 5525
g6909 = 334
g6909 = 5506
g6909 = 334
g6909 = 5506
g6909 = 334
g6909 = 5506
g8769 = 55085
g8769 = 55085
g8769 = 55085
g8769 = 55085
g8769 = 55085
g8769 = 55085
g1329 = 79
g1329 = 19901
g3389 = 724
g3389 = 730
g3389 = 5634
g3389 = 45002
g3389 = 6281
g3389 = 6310
g5198 = 906
g5198 = 9231
g5198 = 906
g5198 = 9231
g5198 = 9231
g5198 = 9349
g5198 = 9231
g5198 = 9349
g5430 = 4739
g5430 = 6086
g5430 = 43231
g5430 = 16624
g1082 = 16491
g3047 = 5515
g3047 = 5515
g3047 = 5515
g3047 = 5515
g2110 = 3735
g2110 = 5840
g2110 = 6412
g2110 = 3735
g2110 = 5840
g2110 = 6412
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g4301 = 5515
g7079 = 3924
g7079 = 5525
g7079 = 5525
g6506 = 71949
g6003 = 6661
g6003 = 70772
g7432 = 16592
g7432 = 16592
g7432 = 5515
g5708 = 51287
g5708 = 16616
g5708 = 51287
g8382 = 4721
g8382 = 5634
g8382 = 6397
g8382 = 4721
g8382 = 5634
g8382 = 6397
g4371 = 5783
g4371 = 45047
g4371 = 5783
g4371 = 45047
g1802 = 16872
g1802 = 16872
g8729 = 4553
g8729 = 5975
g8729 = 4553
g8729 = 5975
g2173 = 5975
g2173 = 16810
g2173 = 5975
g2173 = 16810
g2173 = 3824
g2173 = 5975
g3293 = 5525
g3293 = 5525
g3293 = 7264
g3293 = 3924
g3293 = 5525
g429 = 4560
g429 = 6004
g429 = 4560
g429 = 6004
g429 = 4560
g429 = 5975
g429 = 4560
g429 = 5975
g429 = 4560
g429 = 5975
g1811 = 16787
g7239 = 46872
g7239 = 46872
g7239 = 46872
g879 = 3735
g879 = 5840
g879 = 6412
g879 = 3735
g879 = 5840
g879 = 6412
g879 = 3735
g879 = 5840
g879 = 6412
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g9605 = 16491
g10203 = 55085
g10203 = 55085
g10203 = 55085
g10203 = 55085
g10203 = 55085
g5518 = 5737
g5518 = 19509
g5518 = 46872
g5518 = 5737
g5518 = 19509
g5518 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5190 = 4655
g5190 = 33014
g5190 = 46872
g5264 = 4672
g5264 = 5524
g5264 = 6468
g5264 = 4672
g5264 = 5524
g5264 = 6468
g5264 = 4672
g5264 = 5524
g5264 = 6468
g2026 = 16787
g5832 = 3712
g5832 = 6357
g5832 = 16592
g8598 = 5515
g8598 = 3824
g8598 = 9116
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8598 = 5515
g8685 = 5515
g8685 = 5515
g8685 = 5515
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 3677
g2776.1 = 6351
g2776.1 = 8270
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g2776.1 = 3677
g2776.1 = 6351
g2776.1 = 8270
g2776.1 = 5506
g2776.1 = 16705
g2776.1 = 20037
g6967 = 22857
g6967 = 16021
g6967 = 22857
g6967 = 55085
g4540 = 5515
g9541 = 5515
g9541 = 6749
g9541 = 5515
g9541 = 6749
g3418 = 5524
g3418 = 46872
g5138 = 6511
g5138 = 6511
g5138 = 6511
g5138 = 6511
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5515
g7918 = 5198
g7918 = 6886
g7918 = 16192
g7918 = 30117
g7918 = 5515
g4232 = 5524
g4232 = 5524
g4232 = 16021
g4232 = 42626
g4232 = 55085
g4232 = 16020
g4232 = 16020
g4232 = 5524
g4232 = 5524
g4232 = 5524
g4232 = 42626
g10113 = 5267
g10113 = 16020
g10113 = 71805
g10113 = 5267
g10113 = 16020
g10113 = 71805
g3447.1 = 16020
g3447.1 = 55085
g8356 = 5524
g8356 = 16021
g8356 = 16887
g8356 = 5524
g8356 = 16021
g8356 = 16887
g8356 = 166
g9320 = 9
g1598 = 16831
g1598 = 19752
g1598 = 30170
g1171 = 3697
g1171 = 3723
g1171 = 16070
g1171 = 43565
g1171 = 43565
g1171 = 43565
g1602 = 5801
g1602 = 6886
g1602 = 16020
g1602 = 5801
g1602 = 6886
g1602 = 16020
g4058 = 18580
g10440 = 3735
g10440 = 5840
g10440 = 6412
g10440 = 3735
g10440 = 5840
g10440 = 6412
g10440 = 3735
g10440 = 5840
g10440 = 6412
g5893 = 3677
g5893 = 6351
g5893 = 8270
g5893 = 981
g5893 = 6355
g5893 = 8270
g5893 = 981
g5893 = 6355
g5893 = 8270
g5893 = 981
g5893 = 6355
g5893 = 8270
g5893 = 981
g5893 = 6355
g5893 = 8270
g10144 = 16787
g659 = 31177
g659 = 16746
g4121 = 6357
g4121 = 16538
g9774 = 3824
g9774 = 9116
g8488 = 16791
g8488 = 3824
g8488 = 16791
g8488 = 16791
g8488 = 16791
g8488 = 16791
g8488 = 16791
g8488 = 16791
g8488 = 16791
g1553 = 46872
g1553 = 46872
g1553 = 46872
g1553 = 46872
g1553 = 46872
g1553 = 46872
g1553 = 46872
g1553 = 4053
g1553 = 6525
g1553 = 46872
g8803 = 1678
g8803 = 4396
g8803 = 5524
g8803 = 5536
g8803 = 5975
g8803 = 5524
g8803 = 5975
g8803 = 16773
g8803 = 5524
g8803 = 5975
g8803 = 16773
g8803 = 1678
g8803 = 4396
g8803 = 5524
g8803 = 5536
g8803 = 5975
g7072 = 22857
g7072 = 55085
g7072 = 22857
g4996 = 16491
g2758 = 46872
g2758 = 46872
g2758 = 46872
g2758 = 46872
g4555 = 3989
g4555 = 5524
g4555 = 6633
g4555 = 5524
g4555 = 5524
g4555 = 46872
g4555 = 16874
g919.1 = 981
g919.1 = 6355
g919.1 = 8270
g919.1 = 981
g919.1 = 6355
g919.1 = 8270
g919.1 = 981
g919.1 = 6355
g919.1 = 8270
g919.1 = 981
g919.1 = 6355
g919.1 = 8270
g561 = 5515
g561 = 45721
g561 = 5515
g561 = 61630
g3722 = 16829
g3722 = 16829
g3722 = 16829
g3722 = 19679
g3722 = 47547
g3722 = 51537
g7023 = 22857
g7023 = 55085
g7023 = 22857
g1193 = 5524
g1193 = 42626
g1193 = 5524
g1193 = 5524
g1193 = 16021
g1193 = 42626
g1193 = 55085
g1193 = 5524
g1193 = 5524
g1193 = 16020
g1193 = 16020
g6589 = 7018
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6589 = 5524
g6589 = 7018
g6589 = 8017
g6589 = 1990939
g6670 = 16021
g6670 = 16757
g222 = 70403
g2328 = 16020
g2328 = 22857
g2328 = 55085
g1415 = 16491
g1415 = 16491
g1415 = 16491
g1415 = 16491
g1415 = 16491
g6688 = 6511
g6688 = 8540
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4417
g4585 = 9228
g4585 = 4789
g4585 = 9228
g8412 = 5524
g8412 = 5524
g8412 = 3677
g8412 = 3678
g8412 = 5524
g8412 = 5524
g8412 = 16787
g8412 = 5524
g8412 = 16787
g5016 = 16491
g5016 = 16491
g5016 = 16491
g7944 = 22857
g7944 = 55085
g7944 = 22857
g8892 = 16651
g8892 = 8137
g9308 = 4672
g9308 = 5524
g9308 = 6468
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 4672
g9308 = 5524
g9308 = 6468
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 5515
g9308 = 4672
g9308 = 5524
g9308 = 6468
g4807 = 8235
g895 = 8168
g895 = 8171
g6778 = 5634
g6778 = 42393
g7757 = 5199
g7757 = 9277
g7757 = 5199
g7757 = 9277
